,Unnamed: 0,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,entities,sentiment_prediction
2483,2483,New Iphone autocorrect already tried to change &quot;coworkers&quot; to &quot;visigoths.&quot; Its going to be a long five days of #sxsw,iPhone,0,"[{""word"": ""\u0120I"", ""entity"": ""B-product""}, {""word"": ""phone"", ""entity"": ""I-product""}, {""word"": ""\u0120aut"", ""entity"": ""I-product""}, {""word"": ""oc"", ""entity"": ""I-product""}, {""word"": ""orrect"", ""entity"": ""I-product""}]",0
2487,2487,The iPhone battery was not made for @mention #sxsw,iPhone,0,"[{""word"": ""\u0120iPhone"", ""entity"": ""B-product""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}]",0
2490,2490,One of the best photo apps for the iPhone ��� Hipstamatic ��� is getting ...  #apps #sxsw #hipstamatic {link},iPad or iPhone App,2,"[{""word"": ""\u0120iPhone"", ""entity"": ""B-product""}, {""word"": ""\u0120Hip"", ""entity"": ""B-product""}, {""word"": ""st"", ""entity"": ""I-product""}, {""word"": ""am"", ""entity"": ""I-product""}, {""word"": ""atic"", ""entity"": ""I-product""}, {""word"": ""am"", ""entity"": ""I-product""}, {""word"": ""atic"", ""entity"": ""I-product""}]",2
2495,2495,Smart move by Apple opening popup store for #iPad2 launch in downtown Austin during #SXSW. {link},Apple,2,"[{""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""i"", ""entity"": ""B-product""}, {""word"": ""Pad"", ""entity"": ""I-product""}, {""word"": ""2"", ""entity"": ""I-product""}, {""word"": ""\u0120downtown"", ""entity"": ""B-location""}, {""word"": ""\u0120Austin"", ""entity"": ""B-location""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
2498,2498,Sweet! The convore iPhone app is ready for #sxsw : {link},iPad or iPhone App,2,"[{""word"": ""\u0120iPhone"", ""entity"": ""B-product""}]",2
2499,2499,"Guy on the couch playing with his white iPad 2 while MashBash parties around him is making a statement, dammit. #sxsw",iPad,2,"[{""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""\u0120Mash"", ""entity"": ""B-event""}, {""word"": ""B"", ""entity"": ""I-event""}, {""word"": ""ash"", ""entity"": ""I-event""}, {""word"": ""\u0120parties"", ""entity"": ""I-event""}]",1
2500,2500,Yes! apple design wins again! RT @mention The new iSack is SOO Cool! #sxsw  {link},Apple,2,"[{""word"": ""\u0120apple"", ""entity"": ""B-product""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120i"", ""entity"": ""B-product""}, {""word"": ""S"", ""entity"": ""I-product""}, {""word"": ""ack"", ""entity"": ""I-product""}]",2
2504,2504,This Apple Fanboy just bought an iPad 2 - sweeeet! At #SXSW special Apple pop-up store,iPad,2,"[{""word"": ""\u0120Apple"", ""entity"": ""B-product""}, {""word"": ""boy"", ""entity"": ""I-product""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""S"", ""entity"": ""I-location""}, {""word"": ""X"", ""entity"": ""I-location""}, {""word"": ""SW"", ""entity"": ""I-location""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}]",2
2505,2505,"Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}",Apple,2,"[{""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""S"", ""entity"": ""I-location""}, {""word"": ""X"", ""entity"": ""I-location""}, {""word"": ""SW"", ""entity"": ""I-location""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}]",2
2506,2506,New circle game? RT @mention  @mention Google (tries again) to launch new social network called Circles: {link} #sxsw,Other Google product or service,0,"[{""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}]",1
2511,2511,"If you are going to be on foot at #SXSW, don't forget to stop by the newest Apple store in Austin: {link}",Apple,2,"[{""word"": ""S"", ""entity"": ""I-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Austin"", ""entity"": ""B-location""}]",2
2515,2515,I'm at the google party. @mention Rocks! #sxsw,Google,2,"[{""word"": ""\u0120google"", ""entity"": ""B-event""}, {""word"": ""\u0120party"", ""entity"": ""I-event""}, {""word"": ""ion"", ""entity"": ""I-group""}]",2
2516,2516,Here's the guy who bought the first #iPad2 at the #SXSW popup store (hope he registers for his Thoora beta!) {link},iPad,2,"[{""word"": ""\u0120#"", ""entity"": ""B-product""}, {""word"": ""i"", ""entity"": ""I-product""}, {""word"": ""Pad"", ""entity"": ""I-product""}, {""word"": ""2"", ""entity"": ""I-product""}, {""word"": ""\u0120#"", ""entity"": ""B-location""}, {""word"": ""S"", ""entity"": ""I-location""}, {""word"": ""X"", ""entity"": ""I-location""}, {""word"": ""SW"", ""entity"": ""I-location""}, {""word"": ""\u0120Th"", ""entity"": ""B-event""}]",2
2518,2518,"With XWave headsets, we can actually control iPhone apps with our brain!? #SxSWNUI #gsdm #sxsw",iPad or iPhone App,2,"[{""word"": ""\u0120X"", ""entity"": ""B-product""}, {""word"": ""Wave"", ""entity"": ""I-product""}, {""word"": ""\u0120headsets"", ""entity"": ""I-product""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}]",2
2519,2519,"Man, these hipsters are getting crazy at the Google party #SXSW  {link}",Google,2,"[{""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120party"", ""entity"": ""I-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
2521,2521,What Apple hopes you didn't notice about iPad 2 {link} #sxsw #sxswi #technology #mobile #prodmktg,iPad,0,"[{""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}]",1
2523,2523,Looks like I was an hour late for getting an ipad. #SXSW #sadpanda,iPad,1,"[{""word"": ""\u0120ip"", ""entity"": ""B-product""}, {""word"": ""ad"", ""entity"": ""I-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",0
2527,2527,I would be interested to hear recomds RT @mention recommends using google voice to separate work from life #evolvingworkplace #sxsw,Other Google product or service,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120google"", ""entity"": ""B-product""}, {""word"": ""\u0120voice"", ""entity"": ""I-product""}]",2
2530,2530,Win a free ipad 2 from webdoc.com #sxsw RT (awesome tech right here),iPad,2,"[{""word"": ""\u0120ip"", ""entity"": ""B-product""}, {""word"": ""ad"", ""entity"": ""I-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""\u0120web"", ""entity"": ""B-corporation""}, {""word"": ""doc"", ""entity"": ""I-corporation""}, {""word"": ""."", ""entity"": ""I-corporation""}, {""word"": ""com"", ""entity"": ""I-corporation""}]",2
2531,2531,"Inside the iPad 2: chip brings 50% browsing boost: RT @mention Best Hungry at #sxsw Tip: Mekong River, g... {link}",iPad,2,"[{""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Mek"", ""entity"": ""B-location""}, {""word"": ""ong"", ""entity"": ""I-location""}, {""word"": ""\u0120River"", ""entity"": ""I-location""}]",1
2532,2532,OMG...free iPad 2s in Salon H! One am! #SXSW!,iPad,2,"[{""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""s"", ""entity"": ""I-product""}, {""word"": ""\u0120Salon"", ""entity"": ""B-location""}, {""word"": ""\u0120H"", ""entity"": ""I-location""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
2533,2533,"Would love ipad2 and to be at #sxsw RT @mention After you get your food, don't forget to snap a photo to win a MacBook air, iPad 2",iPad,2,"[{""word"": ""\u0120ip"", ""entity"": ""B-product""}, {""word"": ""ad"", ""entity"": ""I-product""}, {""word"": ""2"", ""entity"": ""I-product""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120MacBook"", ""entity"": ""B-product""}, {""word"": ""\u0120air"", ""entity"": ""I-product""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}]",2
2534,2534,"the future is about networks, not just data. that's why google may not win long term #SXSW #web3 #SaatchiNY",Google,0,"[{""word"": ""\u0120google"", ""entity"": ""B-corporation""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""atch"", ""entity"": ""I-person""}]",0
2536,2536,"Then there is hope I too may someday keynote SWSX! RT @mention Bored during keynote #sxsw, but have an iPad  {link}",iPad,2,"[{""word"": ""\u0120SW"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""I-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""s"", ""entity"": ""I-event""}, {""word"": ""x"", ""entity"": ""I-event""}, {""word"": ""sw"", ""entity"": ""I-event""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}]",2
2537,2537,The volume is overwhelming but the market will self-police. That's why users picked Google over Bing.  #curatedebate #SXSW,Google,2,"[{""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Bing"", ""entity"": ""B-corporation""}, {""word"": ""cur"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
2541,2541,Why are we leaning on web conventions like small buttons on the iPad? #UXDes #sxsw,iPad,0,"[{""word"": ""\u0120iPad"", ""entity"": ""B-product""}]",1
2544,2544,The Google map app saves my life on a regular basis RT @mention maps has 150 million users. 40% of users are mobile #sxsw,Other Google product or service,2,"[{""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120map"", ""entity"": ""I-product""}, {""word"": ""\u0120app"", ""entity"": ""I-product""}, {""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120maps"", ""entity"": ""I-corporation""}]",2
2546,2546,"one of the most in-your-face ex. of stealing the show in yrs RT @mention &quot;At #SXSW, Apple schools the mkt experts&quot;  {link}",Apple,2,"[{""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120&"", ""entity"": ""I-person""}, {""word"": ""qu"", ""entity"": ""I-person""}, {""word"": ""ot"", ""entity"": ""I-person""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}]",1
2548,2548,loving the new iphone #app suggestions coming from @mention #SXSW,iPad or iPhone App,2,"[{""word"": ""\u0120"", ""entity"": ""B-product""}, {""word"": ""iph"", ""entity"": ""I-product""}, {""word"": ""one"", ""entity"": ""I-product""}, {""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""S"", ""entity"": ""I-group""}, {""word"": ""X"", ""entity"": ""I-group""}, {""word"": ""SW"", ""entity"": ""I-group""}]",2
2549,2549,OMG. Table next to us is passing around the iPad 2. #hipstermuch #SXSW,iPad,2,"[{""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
2554,2554,tim get me one!  RT @mention Apple employees just showed up in force to the #SXSW PopUp Apple Store. #iPad2,iPad,2,"[{""word"": ""\u0120@"", ""entity"": ""B-group""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Apple"", ""entity"": ""I-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-location""}, {""word"": ""S"", ""entity"": ""I-location""}, {""word"": ""X"", ""entity"": ""I-location""}, {""word"": ""SW"", ""entity"": ""I-location""}, {""word"": ""\u0120Pop"", ""entity"": ""I-location""}, {""word"": ""Up"", ""entity"": ""I-location""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Store"", ""entity"": ""I-location""}, {""word"": ""Pad"", ""entity"": ""I-product""}]",2
2558,2558,The Google party line starts behind me. Ha! The Germ has put her towel down early... #sxsw,Google,2,"[{""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Germ"", ""entity"": ""I-person""}]",2
2561,2561,WOW! Apple pop up store downtown #Austin projecting 1/4 million+ profits this weekend alone! They may stay past this weekend #SXSW,Apple,2,"[{""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-location""}, {""word"": ""Austin"", ""entity"": ""I-location""}, {""word"": ""S"", ""entity"": ""B-location""}, {""word"": ""X"", ""entity"": ""I-location""}, {""word"": ""SW"", ""entity"": ""I-location""}]",2
2562,2562,OMG. Apple pop-up retail at #sxsw? Please let them have a full palette of iPad2's and a truck parked out back,iPad,2,"[{""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""s"", ""entity"": ""I-location""}, {""word"": ""x"", ""entity"": ""I-location""}, {""word"": ""sw"", ""entity"": ""I-location""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""2"", ""entity"": ""I-product""}, {""word"": ""'s"", ""entity"": ""I-product""}]",2
2563,2563,Use Google profile or FB as  entry point? FB too personal? Try Digg or Google Reader to draw people in. #hireme #sxsw,Google,2,"[{""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120profile"", ""entity"": ""I-product""}, {""word"": ""\u0120FB"", ""entity"": ""B-corporation""}, {""word"": ""\u0120FB"", ""entity"": ""B-corporation""}, {""word"": ""\u0120D"", ""entity"": ""B-corporation""}, {""word"": ""igg"", ""entity"": ""I-product""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Reader"", ""entity"": ""I-product""}]",1
2564,2564,#SXSW hire qualified and talented women consciously early on in #startups to achieve success - Google did!,Google,2,"[{""word"": ""S"", ""entity"": ""B-corporation""}, {""word"": ""X"", ""entity"": ""I-corporation""}, {""word"": ""SW"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}]",2
2566,2566,"wow, apple really thought about it and #SXSW - {link}",Apple,2,"[{""word"": ""\u0120apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
2567,2567,LOL 2 true RT @mention It's official: people using the iPad 2 to take photos just look weird. #SXSW,iPad,0,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",1
2568,2568,YES PLEASE RT@mention At #SXSW and want to win an iPad? Get on the case with @mention @mention and @mentionR,iPad,2,"[{""word"": ""\u0120RT"", ""entity"": ""B-person""}, {""word"": ""@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""R"", ""entity"": ""I-person""}]",2
2572,2572,"Ah, a nice simple idea. RT @mention Hello, Holler Gram! Get to know @mention new iPad app {link} #hollergram #sxsw",iPad or iPhone App,2,"[{""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Holl"", ""entity"": ""B-creative_work""}, {""word"": ""er"", ""entity"": ""I-creative_work""}, {""word"": ""\u0120Gram"", ""entity"": ""I-creative_work""}, {""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}]",2
